id,t,x,y,z
1,159.3548611,-1019.441867,274.769634,-50.1992787
1,159.365162,-1019.441603,274.676716,-50.2289716
1,159.3755787,-1019.453401,274.552796,-50.2356704
1,159.3859954,-1019.460479,274.443353,-50.2165744
1,159.396412,-1019.471833,274.300528,-50.2720326
1,159.4068287,-1019.478848,274.191174,-50.2426519000001
1,159.4172454,-1019.488212,274.066525,-50.2595153
1,159.427662,-1019.503354,273.938092,-50.2740963
1,159.4380787,-1019.519585,273.796697,-50.2526216
1,159.4484954,-1019.529436,273.680112,-50.2567307
1,159.4590278,-1019.545988,273.53891,-50.2480602000001
1,159.4694444,-1019.543233,273.466545,-50.2984554
1,159.4797454,-1019.565548,273.305631,-50.2794324
1,159.5005787,-1019.577306,273.10747,-50.2981875
1,160.7188368,-1020.762513,259.385549,-50.7731158
1,160.7208333,-1020.764754,259.365066,-50.770389
1,160.7403935,-1020.785087,259.122642,-50.7582940999999
1,160.7716146,-1020.811938,258.744796,-50.8166316000001
1,160.8132813,-1020.836062,258.290098,-50.8611749
1,160.8236979,-1020.8469,258.161274,-50.8626514
1,160.8341146,-1020.857395,258.024413,-50.8487686
1,160.8550347,-1020.877866,257.771613,-50.8492323
1,160.8653646,-1020.886443,257.660532,-50.8253089
1,160.8864583,-1020.896359,257.431441,-50.8538417
1,160.8967014,-1020.911387,257.266666,-50.8782906
1,160.9070313,-1020.918534,257.163203,-50.8850741
1,160.9175347,-1020.922515,257.053831,-50.8813823
1,160.9486979,-1020.955885,256.633182,-50.9164259
1,160.9591146,-1020.945615,256.570073,-50.9229618000001
1,160.9695313,-1020.964161,256.430097,-50.9042565
1,160.9904514,-1020.981032,256.171224,-50.9481977
1,161.01111,-1020.99951,255.928591,-50.9076808999999
1,161.0424479,-1021.027497,255.564698,-50.9637531
1,161.0632813,-1021.053053,255.308073,-50.9106647999999
1,161.0841146,-1021.058971,255.099195,-50.9700176
1,161.1050347,-1021.075796,254.877249,-50.9784578
1,161.1153646,-1021.090547,254.728441,-50.9928326
1,161.1362847,-1021.109928,254.501953,-50.9294763
1,161.1674479,-1021.127978,254.164618,-50.990573
1,161.1882813,-1021.145674,253.948256,-51.0222175
1,161.2091146,-1021.167575,253.693499,-51.0253482000001
1,161.2302083,-1021.178451,253.457028,-51.0435999
1,161.2402778,-1021.183669,253.34007,-51.0348135
1,161.2507813,-1021.192626,253.229342,-51.0646963
1,161.2611979,-1021.219251,253.067755,-50.9718032
1,161.2717014,-1021.214274,252.958786,-51.065143
1,161.2925347,-1021.22384,252.74305,-51.0861640000001
1,161.3132813,-1021.242005,252.492859,-51.1046956
1,161.3549479,-1021.260977,252.014163,-51.130762
1,161.3653646,-1021.271046,251.877475,-51.1398026000001
1,161.3861979,-1021.299557,251.574511,-51.1453792
1,161.4069444,-1021.321578,251.312133,-51.110039
1,161.4381944,-1021.337572,250.94594,-51.12704
