
Project:     S1R1 a
Program:     GrafNav Lite Version 8.20.0522
Profile:     UTM
Source:      GPS Epochs(Combined)
ProcessInfo: Run (1) by Unknown on 10/19/2010 at 17:58:58
1156-  4:00:00.00  5/27/2010   503695.509  6784000.420  297.403   0.055   0.049 2
1157-  4:00:30.00  5/27/2010   503695.511  6784000.423  297.411   0.055   0.049 2
1158-  4:01:00.00  5/27/2010   503695.504  6784000.431  297.402   0.055   0.049 2
1159-  4:01:30.00  5/27/2010   503695.503  6784000.428  297.413   0.055   0.049 2
1160-  4:02:00.00  5/27/2010   503695.490  6784000.447  297.401   0.055   0.050 2
1161-  4:02:30.00  5/27/2010   503695.493  6784000.444  297.402   0.055   0.049 2
1162-  4:03:00.00  5/27/2010   503695.628  6784000.289  297.251   0.061   0.078 2
1163-  4:03:30.00  5/27/2010   503695.618  6784000.312  297.233   0.093   0.098 2
1164-  4:04:00.00  5/27/2010   503695.613  6784000.334  297.202   0.088   0.113 2
1165-  4:04:30.00  5/27/2010   503695.608  6784000.345  297.179   0.087   0.108 2
1166-  4:05:00.00  5/27/2010   503695.607  6784000.331  297.199   0.091   0.115 2
1167-  4:05:30.00  5/27/2010   503695.602  6784000.326  297.225   0.094   0.117 2
1168-  4:06:00.00  5/27/2010   503695.593  6784000.351  297.184   0.098   0.119 2
1169-  4:06:30.00  5/27/2010   503695.597  6784000.340  297.190   0.103   0.123 2
1170-  4:07:00.00  5/27/2010   503695.584  6784000.280  297.288   0.107   0.125 2
1171-  4:07:30.00  5/27/2010   503695.571  6784000.302  297.260   0.120   0.140 2
1172-  4:08:00.00  5/27/2010   503695.577  6784000.329  297.186   0.154   0.178 2
1173-  4:08:30.00  5/27/2010   503695.560  6784000.370  297.154   0.111   0.128 2
1174-  4:09:00.00  5/27/2010   503695.528  6784000.518  296.977   0.113   0.124 2
1175-  4:09:30.00  5/27/2010   503695.568  6784000.331  297.202   0.119   0.129 2
1176-  4:10:00.00  5/27/2010   503695.577  6784000.312  297.234   0.098   0.110 2
1177-  4:10:30.00  5/27/2010   503695.576  6784000.310  297.234   0.099   0.109 2
1178-  4:11:00.00  5/27/2010   503695.560  6784000.338  297.199   0.106   0.117 2
1179-  4:11:30.00  5/27/2010   503695.559  6784000.341  297.197   0.111   0.120 2
1180-  4:12:00.00  5/27/2010   503695.556  6784000.344  297.186   0.127   0.135 2
1181-  4:12:30.00  5/27/2010   503695.558  6784000.317  297.229   0.161   0.166 2
1182-  4:13:00.00  5/27/2010   503695.547  6784000.335  297.230   0.107   0.114 2
1183-  4:13:30.00  5/27/2010   503695.554  6784000.313  297.246   0.115   0.120 2
1184-  4:14:00.00  5/27/2010   503695.557  6784000.296  297.260   0.128   0.132 2
1185-  4:14:30.00  5/27/2010   503695.565  6784000.269  297.277   0.162   0.162 2
1186-  4:15:00.00  5/27/2010   503695.563  6784000.261  297.315   0.115   0.118 2
1187-  4:15:30.00  5/27/2010   503695.577  6784000.236  297.305   0.129   0.129 2
1188-  4:16:00.00  5/27/2010   503695.583  6784000.213  297.320   0.163   0.159 2
1189-  4:16:30.00  5/27/2010   503695.567  6784000.239  297.287   0.164   0.157 3
1190-  4:17:00.00  5/27/2010   503695.578  6784000.203  297.324   0.164   0.157 3
1191-  4:17:30.00  5/27/2010   503695.570  6784000.214  297.343   0.164   0.156 4
1192-  4:18:00.00  5/27/2010   503695.559  6784000.234  297.294   0.164   0.155 3
1193-  4:18:30.00  5/27/2010   503695.540  6784000.256  297.291   0.164   0.154 3
1194-  4:19:00.00  5/27/2010   503695.546  6784000.240  297.302   0.164   0.153 2
1195-  4:19:30.00  5/27/2010   503695.545  6784000.231  297.282   0.164   0.152 2
1196-  4:20:00.00  5/27/2010   503695.543  6784000.240  297.265   0.164   0.151 2
1197-  4:20:30.00  5/27/2010   503695.535  6784000.235  297.278   0.164   0.150 3
1198-  4:21:00.00  5/27/2010   503695.536  6784000.228  297.286   0.164   0.150 3
1199-  4:21:30.00  5/27/2010   503695.521  6784000.249  297.259   0.164   0.149 2
1200-  4:22:00.00  5/27/2010   503695.520  6784000.246  297.260   0.164   0.148 2
1201-  4:22:30.00  5/27/2010   503695.539  6784000.200  297.314   0.164   0.147 2
1202-  4:23:00.00  5/27/2010   503695.528  6784000.206  297.289   0.164   0.146 2
1203-  4:23:30.00  5/27/2010   503695.514  6784000.215  297.290   0.164   0.146 3
1204-  4:24:00.00  5/27/2010   503695.511  6784000.220  297.290   0.164   0.145 2
1205-  4:24:30.00  5/27/2010   503695.483  6784000.272  297.225   0.153   0.133 2
1206-  4:25:00.00  5/27/2010   503695.495  6784000.242  297.252   0.164   0.143 2
1207-  4:25:30.00  5/27/2010   503695.501  6784000.218  297.290   0.114   0.107 2
1208-  4:26:00.00  5/27/2010   503695.503  6784000.214  297.274   0.128   0.117 2
1209-  4:26:30.00  5/27/2010   503695.513  6784000.212  297.251   0.164   0.141 2
1210-  4:27:00.00  5/27/2010   503695.496  6784000.210  297.278   0.094   0.093 2
1211-  4:27:30.00  5/27/2010   503695.504  6784000.191  297.274   0.096   0.095 2
1212-  4:28:00.00  5/27/2010   503695.494  6784000.201  297.275   0.100   0.097 2
1213-  4:28:30.00  5/27/2010   503695.479  6784000.216  297.269   0.105   0.100 2
1214-  4:29:00.00  5/27/2010   503695.478  6784000.211  297.260   0.114   0.105 2
1215-  4:29:30.00  5/27/2010   503695.463  6784000.237  297.245   0.129   0.115 2
1216-  4:30:00.00  5/27/2010   503695.467  6784000.221  297.240   0.165   0.138 4
1217-  4:30:30.00  5/27/2010   503695.485  6784000.171  297.302   0.079   0.079 2
1218-  4:31:00.00  5/27/2010   503695.500  6784000.141  297.319   0.079   0.079 2
1219-  4:31:30.00  5/27/2010   503695.481  6784000.155  297.319   0.078   0.079 2
1220-  4:32:00.00  5/27/2010   503695.481  6784000.151  297.319   0.078   0.080 2
1221-  4:32:30.00  5/27/2010   503695.473  6784000.161  297.298   0.078   0.080 2
1222-  4:33:00.00  5/27/2010   503695.466  6784000.171  297.296   0.078   0.080 2
1223-  4:33:30.00  5/27/2010   503695.461  6784000.166  297.293   0.078   0.081 2
1224-  4:34:00.00  5/27/2010   503695.463  6784000.164  297.295   0.078   0.081 2
1225-  4:34:30.00  5/27/2010   503695.460  6784000.163  297.277   0.078   0.081 2
1226-  4:35:00.00  5/27/2010   503695.458  6784000.160  297.289   0.078   0.081 2
1227-  4:35:30.00  5/27/2010   503695.451  6784000.156  297.302   0.078   0.082 2
1228-  4:36:00.00  5/27/2010   503695.450  6784000.152  297.296   0.078   0.082 2
1229-  4:36:30.00  5/27/2010   503695.446  6784000.149  297.316   0.078   0.082 2
1230-  4:37:00.00  5/27/2010   503695.441  6784000.150  297.302   0.078   0.083 2
1231-  4:37:30.00  5/27/2010   503695.439  6784000.150  297.294   0.079   0.083 2
1232-  4:38:00.00  5/27/2010   503695.437  6784000.146  297.297   0.079   0.083 2
1233-  4:38:30.00  5/27/2010   503695.437  6784000.143  297.303   0.080   0.084 2
1234-  4:39:00.00  5/27/2010   503695.429  6784000.150  297.317   0.080   0.084 2
1235-  4:39:30.00  5/27/2010   503695.428  6784000.144  297.316   0.081   0.085 2
1236-  4:40:00.00  5/27/2010   503695.414  6784000.156  297.324   0.081   0.085 2
1237-  4:40:30.00  5/27/2010   503695.411  6784000.157  297.338   0.082   0.086 2
1238-  4:41:00.00  5/27/2010   503695.404  6784000.159  297.317   0.083   0.087 2
1239-  4:41:30.00  5/27/2010   503695.408  6784000.146  297.309   0.084   0.088 2
1240-  4:42:00.00  5/27/2010   503695.400  6784000.154  297.315   0.085   0.089 2
1241-  4:42:30.00  5/27/2010   503695.395  6784000.154  297.330   0.086   0.090 2
1242-  4:43:00.00  5/27/2010   503695.394  6784000.147  297.324   0.088   0.092 2
1243-  4:43:30.00  5/27/2010   503695.384  6784000.156  297.342   0.090   0.094 2
1244-  4:44:00.00  5/27/2010   503695.375  6784000.171  297.346   0.092   0.096 2
1245-  4:44:30.00  5/27/2010   503695.368  6784000.176  297.337   0.094   0.099 2
1246-  4:45:00.00  5/27/2010   503695.365  6784000.170  297.330   0.097   0.103 2
1247-  4:45:30.00  5/27/2010   503695.367  6784000.161  297.290   0.101   0.108 2
1248-  4:46:00.00  5/27/2010   503695.372  6784000.142  297.269   0.106   0.114 2
1249-  4:46:30.00  5/27/2010   503695.371  6784000.125  297.225   0.113   0.124 2
1250-  4:47:00.00  5/27/2010   503695.385  6784000.078  297.135   0.124   0.137 2
1251-  4:47:30.00  5/27/2010   503695.385  6784000.083  297.122   0.142   0.161 2
1252-  4:48:00.00  5/27/2010   503695.375  6784000.123  297.093   0.184   0.212 3
1253-  4:48:30.00  5/27/2010   503695.371  6784000.111  297.090   0.176   0.226 2
1255-  4:49:30.00  5/27/2010   503695.341  6784000.153  297.313   0.102   0.127 2
1256-  4:50:00.00  5/27/2010   503695.343  6784000.138  297.257   0.113   0.140 2
1257-  4:50:30.00  5/27/2010   503695.319  6784000.186  297.350   0.122   0.153 2
1258-  4:51:00.00  5/27/2010   503695.304  6784000.252  297.461   0.138   0.177 3
1259-  4:51:30.00  5/27/2010   503695.298  6784000.261  297.348   0.179   0.236 3
1262-  4:53:00.00  5/27/2010   503695.315  6784000.099  297.291   0.068   0.077 2
1263-  4:53:30.00  5/27/2010   503695.313  6784000.090  297.297   0.069   0.077 2
1264-  4:54:00.00  5/27/2010   503695.306  6784000.089  297.294   0.069   0.078 2
1265-  4:54:30.00  5/27/2010   503695.303  6784000.084  297.290   0.070   0.079 2
1266-  4:55:00.00  5/27/2010   503695.293  6784000.095  297.312   0.070   0.080 2
1267-  4:55:30.00  5/27/2010   503695.292  6784000.070  297.243   0.070   0.082 2
1268-  4:56:00.00  5/27/2010   503695.293  6784000.075  297.262   0.070   0.083 2
1269-  4:56:30.00  5/27/2010   503695.285  6784000.086  297.261   0.071   0.084 2
1270-  4:57:00.00  5/27/2010   503695.278  6784000.079  297.217   0.071   0.086 2
1271-  4:57:30.00  5/27/2010   503695.270  6784000.083  297.216   0.071   0.087 2
1272-  4:58:00.00  5/27/2010   503695.262  6784000.077  297.198   0.066   0.078 2
1273-  4:58:30.00  5/27/2010   503695.260  6784000.074  297.168   0.067   0.079 2
1274-  4:59:00.00  5/27/2010   503695.256  6784000.068  297.168   0.067   0.080 2
1275-  4:59:30.00  5/27/2010   503695.258  6784000.066  297.166   0.068   0.081 2
1276-  5:00:00.00  5/27/2010   503695.252  6784000.065  297.168   0.069   0.082 2
1277-  5:00:30.00  5/27/2010   503695.246  6784000.062  297.152   0.071   0.083 2
1278-  5:01:00.00  5/27/2010   503695.243  6784000.050  297.146   0.073   0.084 2
1279-  5:01:30.00  5/27/2010   503695.237  6784000.048  297.153   0.075   0.085 2
1280-  5:02:00.00  5/27/2010   503695.237  6784000.043  297.137   0.078   0.087 2
1281-  5:02:30.00  5/27/2010   503695.231  6784000.029  297.103   0.082   0.090 2
1282-  5:03:00.00  5/27/2010   503695.230  6784000.021  297.084   0.090   0.100 2
1283-  5:03:30.00  5/27/2010   503695.216  6783999.999  296.996   0.090   0.104 2
1284-  5:04:00.00  5/27/2010   503695.204  6783999.987  296.927   0.091   0.108 2
1285-  5:04:30.00  5/27/2010   503695.195  6783999.983  296.891   0.093   0.111 2
1286-  5:05:00.00  5/27/2010   503695.187  6783999.973  296.849   0.094   0.114 2
1287-  5:05:30.00  5/27/2010   503695.176  6783999.967  296.795   0.096   0.118 2
1288-  5:06:00.00  5/27/2010   503695.172  6783999.969  296.789   0.098   0.122 2
1289-  5:06:30.00  5/27/2010   503695.162  6783999.956  296.718   0.101   0.127 2
1290-  5:07:00.00  5/27/2010   503695.159  6783999.958  296.715   0.104   0.132 2
1291-  5:07:30.00  5/27/2010   503695.141  6783999.958  296.658   0.107   0.138 2
1292-  5:08:00.00  5/27/2010   503695.130  6783999.955  296.596   0.111   0.144 2
1293-  5:08:30.00  5/27/2010   503695.119  6783999.960  296.552   0.115   0.152 2
1294-  5:09:00.00  5/27/2010   503695.100  6783999.951  296.434   0.120   0.161 2
1295-  5:09:30.00  5/27/2010   503695.090  6783999.969  296.423   0.127   0.172 4
1296-  5:10:00.00  5/27/2010   503695.075  6783999.982  296.377   0.136   0.186 5
1297-  5:10:30.00  5/27/2010   503695.055  6784000.006  296.321   0.149   0.206 5
1298-  5:11:00.00  5/27/2010   503695.050  6784000.055  296.416   0.169   0.237 5
1299-  5:11:30.00  5/27/2010   503695.026  6784000.140  296.396   0.207   0.296 4
1300-  5:12:00.00  5/27/2010   503695.060  6784000.082  296.706   0.158   0.258 4
1301-  5:12:30.00  5/27/2010   503695.052  6784000.178  296.707   0.205   0.308 3
1302-  5:13:00.00  5/27/2010   503695.135  6784000.123  297.375   0.121   0.193 3
1303-  5:13:30.00  5/27/2010   503695.138  6784000.139  297.412   0.135   0.198 4
1304-  5:14:00.00  5/27/2010   503695.153  6784000.155  297.502   0.147   0.210 4
1305-  5:14:30.00  5/27/2010   503695.178  6784000.200  297.701   0.160   0.228 4
1306-  5:15:00.00  5/27/2010   503695.195  6784000.239  297.812   0.178   0.257 3
1307-  5:15:30.00  5/27/2010   503695.189  6784000.301  297.795   0.213   0.313 3
1308-  5:16:00.00  5/27/2010   503695.242  6784000.196  298.096   0.152   0.257 4
1309-  5:16:30.00  5/27/2010   503695.258  6784000.244  298.197   0.176   0.277 2
1310-  5:17:00.00  5/27/2010   503695.264  6784000.315  298.209   0.211   0.328 3
1313-  5:18:30.00  5/27/2010   503695.281  6784000.282  298.268   0.203   0.360 4
1337-  5:30:30.00  5/27/2010   503695.022  6784000.103  297.386   0.161   0.236 4
1338-  5:31:00.00  5/27/2010   503694.994  6784000.095  297.291   0.157   0.223 3
1339-  5:31:30.00  5/27/2010   503695.025  6784000.087  297.414   0.153   0.211 4
1340-  5:32:00.00  5/27/2010   503695.007  6784000.082  297.371   0.149   0.200 4
1341-  5:32:30.00  5/27/2010   503695.003  6784000.070  297.369   0.145   0.190 5
1342-  5:33:00.00  5/27/2010   503694.998  6784000.069  297.338   0.142   0.181 4
1343-  5:33:30.00  5/27/2010   503695.004  6784000.066  297.379   0.139   0.172 3
1344-  5:34:00.00  5/27/2010   503695.024  6784000.051  297.454   0.136   0.165 4
1345-  5:34:30.00  5/27/2010   503695.017  6784000.047  297.457   0.133   0.158 4
1346-  5:35:00.00  5/27/2010   503695.006  6784000.050  297.445   0.130   0.151 4
1347-  5:35:30.00  5/27/2010   503694.997  6784000.043  297.429   0.127   0.145 2
1348-  5:36:00.00  5/27/2010   503695.015  6784000.031  297.508   0.125   0.140 2
1349-  5:36:30.00  5/27/2010   503695.041  6783999.964  297.617   0.062   0.057 2
1350-  5:37:00.00  5/27/2010   503695.041  6783999.961  297.615   0.063   0.055 2
1351-  5:37:30.00  5/27/2010   503695.043  6783999.961  297.624   0.064   0.055 2
1352-  5:38:00.00  5/27/2010   503695.039  6783999.940  297.587   0.060   0.048 2
1353-  5:38:30.00  5/27/2010   503695.030  6783999.935  297.577   0.060   0.048 2
1354-  5:39:00.00  5/27/2010   503695.019  6783999.932  297.567   0.060   0.048 2
1355-  5:39:30.00  5/27/2010   503695.019  6783999.934  297.583   0.061   0.048 2
1356-  5:40:00.00  5/27/2010   503695.016  6783999.935  297.591   0.061   0.048 2
1357-  5:40:30.00  5/27/2010   503695.013  6783999.929  297.586   0.061   0.048 2
1358-  5:41:00.00  5/27/2010   503695.011  6783999.921  297.589   0.061   0.048 2
1359-  5:41:30.00  5/27/2010   503695.009  6783999.921  297.592   0.061   0.048 2
1360-  5:42:00.00  5/27/2010   503694.998  6783999.925  297.577   0.062   0.048 2
1361-  5:42:30.00  5/27/2010   503694.997  6783999.916  297.574   0.062   0.049 2
1362-  5:43:00.00  5/27/2010   503694.993  6783999.917  297.577   0.062   0.049 2
1363-  5:43:30.00  5/27/2010   503694.987  6783999.911  297.571   0.062   0.049 2
1364-  5:44:00.00  5/27/2010   503694.991  6783999.916  297.582   0.063   0.049 2
1365-  5:44:30.00  5/27/2010   503694.987  6783999.920  297.578   0.063   0.050 2
1366-  5:45:00.00  5/27/2010   503694.986  6783999.913  297.604   0.064   0.051 2
1367-  5:45:30.00  5/27/2010   503694.981  6783999.912  297.600   0.064   0.051 2
1368-  5:46:00.00  5/27/2010   503694.982  6783999.917  297.598   0.064   0.051 2
1369-  5:46:30.00  5/27/2010   503694.980  6783999.917  297.586   0.064   0.051 2
1370-  5:47:00.00  5/27/2010   503694.973  6783999.918  297.570   0.064   0.051 2
1371-  5:47:30.00  5/27/2010   503694.968  6783999.909  297.583   0.063   0.049 2
1372-  5:48:00.00  5/27/2010   503694.962  6783999.912  297.566   0.063   0.049 2
1373-  5:48:30.00  5/27/2010   503694.959  6783999.905  297.591   0.060   0.047 2
1374-  5:49:00.00  5/27/2010   503694.955  6783999.898  297.581   0.061   0.047 2
1375-  5:49:30.00  5/27/2010   503694.950  6783999.903  297.563   0.062   0.048 2
1376-  5:50:00.00  5/27/2010   503694.946  6783999.904  297.577   0.061   0.048 2
1377-  5:50:30.00  5/27/2010   503694.939  6783999.908  297.574   0.064   0.050 2
1378-  5:51:00.00  5/27/2010   503694.926  6783999.889  297.607   0.062   0.049 2
1379-  5:51:30.00  5/27/2010   503694.940  6783999.908  297.608   0.063   0.049 2
1380-  5:52:00.00  5/27/2010   503694.940  6783999.910  297.597   0.060   0.048 2
1381-  5:52:30.00  5/27/2010   503694.939  6783999.902  297.630   0.060   0.047 2
1382-  5:53:00.00  5/27/2010   503694.946  6783999.904  297.636   0.060   0.048 2
1383-  5:53:30.00  5/27/2010   503694.943  6783999.903  297.655   0.061   0.049 2
1384-  5:54:00.00  5/27/2010   503694.935  6783999.902  297.656   0.063   0.051 2
1385-  5:54:30.00  5/27/2010   503694.933  6783999.898  297.658   0.063   0.051 2
1386-  5:55:00.00  5/27/2010   503694.925  6783999.894  297.649   0.063   0.051 2
1387-  5:55:30.00  5/27/2010   503694.914  6783999.889  297.670   0.063   0.051 2
1388-  5:56:00.00  5/27/2010   503694.905  6783999.889  297.645   0.062   0.051 2
1389-  5:56:30.00  5/27/2010   503694.907  6783999.883  297.638   0.060   0.049 2
1390-  5:57:00.00  5/27/2010   503694.908  6783999.881  297.617   0.062   0.051 2
1391-  5:57:30.00  5/27/2010   503694.910  6783999.886  297.616   0.062   0.052 2
1392-  5:58:00.00  5/27/2010   503694.909  6783999.892  297.605   0.062   0.052 2
1393-  5:58:30.00  5/27/2010   503694.909  6783999.896  297.580   0.062   0.052 2
1394-  5:59:00.00  5/27/2010   503694.905  6783999.894  297.578   0.061   0.052 2
1395-  5:59:30.00  5/27/2010   503694.897  6783999.886  297.578   0.061   0.052 2
1396-  6:00:00.00  5/27/2010   503694.888  6783999.879  297.566   0.061   0.053 2
1397-  6:00:30.00  5/27/2010   503694.887  6783999.881  297.538   0.061   0.053 2
1398-  6:01:00.00  5/27/2010   503694.898  6783999.881  297.519   0.059   0.051 2
1399-  6:01:30.00  5/27/2010   503694.879  6783999.868  297.511   0.061   0.053 2
1400-  6:02:00.00  5/27/2010   503694.877  6783999.865  297.520   0.060   0.053 2
1401-  6:02:30.00  5/27/2010   503694.879  6783999.869  297.514   0.060   0.053 2
1402-  6:03:00.00  5/27/2010   503694.883  6783999.877  297.507   0.060   0.054 2
1403-  6:03:30.00  5/27/2010   503694.882  6783999.867  297.518   0.060   0.054 2
1404-  6:04:00.00  5/27/2010   503694.864  6783999.859  297.530   0.060   0.054 2
1405-  6:04:30.00  5/27/2010   503694.860  6783999.856  297.552   0.060   0.054 2
1406-  6:05:00.00  5/27/2010   503694.861  6783999.860  297.564   0.060   0.055 2
1407-  6:05:30.00  5/27/2010   503694.860  6783999.858  297.550   0.060   0.055 2
1408-  6:06:00.00  5/27/2010   503694.862  6783999.866  297.534   0.060   0.055 2
1409-  6:06:30.00  5/27/2010   503694.864  6783999.865  297.543   0.060   0.056 2
1410-  6:07:00.00  5/27/2010   503694.871  6783999.882  297.514   0.061   0.057 2
