
Project:     S1R3 a
Program:     GrafNav Lite Version 8.20.0522
Profile:     UTM
Source:      GPS Epochs(Combined)
ProcessInfo: Run (1) by Unknown on 10/20/2010 at 11:47:37

Datum:       WGS84, (processing datum)
Master 1:    Name S1Base 3, Status ENABLED
             Antenna height 0.000 m, to L1-PC (Generic)
             Position 61 06 47.93987, -147 01 37.74559, 661.105 m (WGS84, Ellipsoidal hgt)
Remote:      Antenna height 0.000 m, to L1-PC (Generic)

Map projection Info:
  UTM Zone:    6
SD/Covariance Scaling Settings:
  Position: No scaling (1-sigma)
  Velocity: No scaling (1-sigma)
  Increase SD on kinematic float: No

Stati     GPSTime       Date      Easting     Northing    H-Ell SDHoriz SDHeigh Q
            (HMS)      (MDY)          (m)          (m)      (m)     (m)     (m)  
930-K  1:22:30.00  5/19/2010   507486.401  6786621.521  422.642   0.019   0.028 2
931-K  1:23:00.00  5/19/2010   507486.404  6786621.516  422.643   0.019   0.029 2
932-K  1:23:30.00  5/19/2010   507486.402  6786621.518  422.646   0.019   0.030 2
933-K  1:24:00.00  5/19/2010   507486.406  6786621.515  422.646   0.020   0.030 2
934-K  1:24:30.00  5/19/2010   507486.405  6786621.516  422.646   0.019   0.029 2
935-K  1:25:00.00  5/19/2010   507486.403  6786621.516  422.647   0.019   0.029 2
936-K  1:25:30.00  5/19/2010   507486.398  6786621.516  422.646   0.019   0.030 2
937-K  1:26:00.00  5/19/2010   507486.401  6786621.514  422.651   0.020   0.032 2
938-K  1:26:30.00  5/19/2010   507486.399  6786621.514  422.653   0.020   0.032 2
939-K  1:27:00.00  5/19/2010   507486.397  6786621.515  422.660   0.020   0.032 2
940-K  1:27:30.00  5/19/2010   507486.398  6786621.512  422.652   0.020   0.032 2
941-K  1:28:00.00  5/19/2010   507486.395  6786621.510  422.654   0.020   0.032 2
942-K  1:28:30.00  5/19/2010   507486.396  6786621.508  422.649   0.020   0.032 2
943-K  1:29:00.00  5/19/2010   507486.395  6786621.508  422.650   0.020   0.032 2
944-K  1:29:30.00  5/19/2010   507486.393  6786621.509  422.651   0.020   0.032 2
945-K  1:30:00.00  5/19/2010   507486.394  6786621.506  422.645   0.020   0.031 2
946-K  1:30:30.00  5/19/2010   507486.394  6786621.506  422.643   0.020   0.031 2
947-K  1:31:00.00  5/19/2010   507486.391  6786621.508  422.646   0.020   0.031 2
948-K  1:31:30.00  5/19/2010   507486.390  6786621.505  422.642   0.020   0.031 2
949-K  1:32:00.00  5/19/2010   507486.387  6786621.506  422.646   0.020   0.031 2
950-K  1:32:30.00  5/19/2010   507486.387  6786621.502  422.638   0.020   0.031 2
951-K  1:33:00.00  5/19/2010   507486.385  6786621.504  422.638   0.020   0.031 2
952-K  1:33:30.00  5/19/2010   507486.387  6786621.503  422.633   0.020   0.031 2
953-K  1:34:00.00  5/19/2010   507486.385  6786621.500  422.630   0.020   0.031 2
954-K  1:34:30.00  5/19/2010   507486.384  6786621.500  422.637   0.020   0.031 2
955-K  1:35:00.00  5/19/2010   507486.384  6786621.496  422.631   0.020   0.031 2
956-K  1:35:30.00  5/19/2010   507486.384  6786621.495  422.632   0.020   0.031 2
957-K  1:36:00.00  5/19/2010   507486.384  6786621.494  422.629   0.020   0.031 2
958-K  1:36:30.00  5/19/2010   507486.380  6786621.493  422.638   0.020   0.031 2
959-K  1:37:00.00  5/19/2010   507486.379  6786621.492  422.639   0.020   0.031 2
960-K  1:37:30.00  5/19/2010   507486.379  6786621.489  422.631   0.020   0.031 2
961-K  1:38:00.00  5/19/2010   507486.379  6786621.491  422.624   0.020   0.031 2
962-K  1:38:30.00  5/19/2010   507486.375  6786621.492  422.634   0.020   0.031 2
963-K  1:39:00.00  5/19/2010   507486.375  6786621.493  422.638   0.020   0.031 2
964-K  1:39:30.00  5/19/2010   507486.374  6786621.490  422.630   0.020   0.031 2
965-K  1:40:00.00  5/19/2010   507486.372  6786621.488  422.631   0.020   0.031 2
966-K  1:40:30.00  5/19/2010   507486.370  6786621.487  422.636   0.020   0.031 2
967-K  1:41:00.00  5/19/2010   507486.372  6786621.484  422.628   0.020   0.031 2
968-K  1:41:30.00  5/19/2010   507486.369  6786621.488  422.630   0.020   0.031 2
969-K  1:42:00.00  5/19/2010   507486.368  6786621.488  422.635   0.020   0.031 2
970-K  1:42:30.00  5/19/2010   507486.367  6786621.489  422.635   0.020   0.031 2
971-K  1:43:00.00  5/19/2010   507486.367  6786621.491  422.640   0.020   0.031 2
972-K  1:43:30.00  5/19/2010   507486.367  6786621.487  422.638   0.020   0.031 2
973-K  1:44:00.00  5/19/2010   507486.367  6786621.486  422.632   0.020   0.030 2
974-K  1:44:30.00  5/19/2010   507486.364  6786621.485  422.634   0.020   0.030 2
975-K  1:45:00.00  5/19/2010   507486.365  6786621.484  422.632   0.020   0.030 2
976-K  1:45:30.00  5/19/2010   507486.363  6786621.484  422.634   0.021   0.030 2
977-K  1:46:00.00  5/19/2010   507486.362  6786621.480  422.628   0.021   0.030 2
978-K  1:46:30.00  5/19/2010   507486.360  6786621.484  422.632   0.021   0.030 2
979-K  1:47:00.00  5/19/2010   507486.359  6786621.483  422.632   0.021   0.030 2
980-K  1:47:30.00  5/19/2010   507486.359  6786621.480  422.628   0.021   0.030 2
981-K  1:48:00.00  5/19/2010   507486.357  6786621.478  422.627   0.020   0.030 2
982-K  1:48:30.00  5/19/2010   507486.354  6786621.478  422.627   0.020   0.029 2
983-K  1:49:00.00  5/19/2010   507486.354  6786621.477  422.628   0.020   0.029 2
984-K  1:49:30.00  5/19/2010   507486.351  6786621.481  422.634   0.020   0.029 2
985-K  1:50:00.00  5/19/2010   507486.352  6786621.476  422.629   0.020   0.029 2
986-K  1:50:30.00  5/19/2010   507486.350  6786621.479  422.633   0.020   0.029 2
987-K  1:51:00.00  5/19/2010   507486.353  6786621.477  422.627   0.020   0.029 2
988-K  1:51:30.00  5/19/2010   507486.351  6786621.477  422.631   0.020   0.029 2
989-K  1:52:00.00  5/19/2010   507486.349  6786621.478  422.631   0.020   0.029 2
990-K  1:52:30.00  5/19/2010   507486.350  6786621.474  422.625   0.021   0.029 2
991-K  1:53:00.00  5/19/2010   507486.346  6786621.474  422.629   0.021   0.029 2
992-K  1:53:30.00  5/19/2010   507486.345  6786621.473  422.637   0.021   0.029 2
993-K  1:54:00.00  5/19/2010   507486.346  6786621.474  422.635   0.021   0.029 2
994-K  1:54:30.00  5/19/2010   507486.345  6786621.472  422.636   0.021   0.029 2
995-K  1:55:00.00  5/19/2010   507486.343  6786621.472  422.638   0.021   0.029 2
996-K  1:55:30.00  5/19/2010   507486.342  6786621.472  422.634   0.021   0.029 2
997-K  1:56:00.00  5/19/2010   507486.340  6786621.469  422.633   0.021   0.029 2
998-K  1:56:30.00  5/19/2010   507486.338  6786621.470  422.634   0.021   0.029 2
999-K  1:57:00.00  5/19/2010   507486.338  6786621.471  422.639   0.023   0.033 2
1000-  1:57:30.00  5/19/2010   507486.336  6786621.468  422.638   0.022   0.031 2
1001-  1:58:00.00  5/19/2010   507486.335  6786621.466  422.635   0.022   0.031 2
1002-  1:58:30.00  5/19/2010   507486.333  6786621.464  422.632   0.022   0.030 2
1003-  1:59:00.00  5/19/2010   507486.328  6786621.463  422.629   0.022   0.030 2
1004-  1:59:30.00  5/19/2010   507486.327  6786621.462  422.626   0.022   0.030 2
1005-  2:00:00.00  5/19/2010   507486.327  6786621.463  422.627   0.022   0.030 2
1006-  2:00:30.00  5/19/2010   507486.325  6786621.460  422.626   0.022   0.030 2
1007-  2:01:00.00  5/19/2010   507486.325  6786621.458  422.621   0.022   0.030 2
1008-  2:01:30.00  5/19/2010   507486.321  6786621.457  422.620   0.022   0.030 2
1009-  2:02:00.00  5/19/2010   507486.322  6786621.457  422.616   0.022   0.030 2
1010-  2:02:30.00  5/19/2010   507486.322  6786621.460  422.621   0.022   0.030 2
1011-  2:03:00.00  5/19/2010   507486.318  6786621.456  422.624   0.022   0.030 2
1012-  2:03:30.00  5/19/2010   507486.319  6786621.460  422.625   0.022   0.030 2
1013-  2:04:00.00  5/19/2010   507486.316  6786621.454  422.620   0.023   0.030 2
1014-  2:04:30.00  5/19/2010   507486.314  6786621.454  422.623   0.023   0.030 2
1015-  2:05:00.00  5/19/2010   507486.314  6786621.454  422.621   0.023   0.030 2
1016-  2:05:30.00  5/19/2010   507486.310  6786621.449  422.616   0.024   0.031 2
1017-  2:06:00.00  5/19/2010   507486.316  6786621.456  422.627   0.029   0.038 2
1018-  2:06:30.00  5/19/2010   507486.314  6786621.451  422.626   0.029   0.038 2
1019-  2:07:00.00  5/19/2010   507486.315  6786621.451  422.623   0.029   0.038 2
1020-  2:07:30.00  5/19/2010   507486.312  6786621.447  422.615   0.029   0.038 2
1021-  2:08:00.00  5/19/2010   507486.314  6786621.445  422.618   0.029   0.038 2
1022-  2:08:30.00  5/19/2010   507486.313  6786621.446  422.619   0.029   0.038 2
1023-  2:09:00.00  5/19/2010   507486.309  6786621.438  422.608   0.030   0.038 2
1024-  2:09:30.00  5/19/2010   507486.309  6786621.439  422.614   0.030   0.038 2
1025-  2:10:00.00  5/19/2010   507486.310  6786621.438  422.614   0.030   0.038 2
1026-  2:10:30.00  5/19/2010   507486.308  6786621.431  422.610   0.030   0.038 2
1027-  2:11:00.00  5/19/2010   507486.309  6786621.428  422.607   0.030   0.039 2
1028-  2:11:30.00  5/19/2010   507486.306  6786621.429  422.608   0.031   0.039 2
1029-  2:12:00.00  5/19/2010   507486.304  6786621.427  422.606   0.031   0.040 2
1030-  2:12:30.00  5/19/2010   507486.302  6786621.423  422.603   0.032   0.042 2
1031-  2:13:00.00  5/19/2010   507486.305  6786621.427  422.614   0.028   0.036 2
1032-  2:13:30.00  5/19/2010   507486.305  6786621.424  422.604   0.029   0.036 2
1033-  2:14:00.00  5/19/2010   507486.304  6786621.426  422.607   0.029   0.036 2
1034-  2:14:30.00  5/19/2010   507486.304  6786621.424  422.609   0.029   0.036 2
1035-  2:15:00.00  5/19/2010   507486.300  6786621.421  422.606   0.029   0.036 2
1036-  2:15:30.00  5/19/2010   507486.299  6786621.419  422.604   0.029   0.036 2
1037-  2:16:00.00  5/19/2010   507486.297  6786621.419  422.607   0.029   0.036 2
1038-  2:16:30.00  5/19/2010   507486.298  6786621.420  422.608   0.029   0.037 2
1039-  2:17:00.00  5/19/2010   507486.296  6786621.419  422.607   0.029   0.037 2
1040-  2:17:30.00  5/19/2010   507486.293  6786621.419  422.608   0.030   0.037 2
1041-  2:18:00.00  5/19/2010   507486.294  6786621.423  422.612   0.030   0.038 2
1042-  2:18:30.00  5/19/2010   507486.291  6786621.413  422.607   0.030   0.039 2
1043-  2:19:00.00  5/19/2010   507486.289  6786621.391  422.569   0.031   0.042 2
1044-  2:19:30.00  5/19/2010   507486.292  6786621.418  422.612   0.035   0.051 2
1045-  2:20:00.00  5/19/2010   507486.291  6786621.415  422.609   0.035   0.051 2
1046-  2:20:30.00  5/19/2010   507486.289  6786621.423  422.628   0.035   0.051 2
1047-  2:21:00.00  5/19/2010   507486.287  6786621.403  422.596   0.032   0.044 2
1048-  2:21:30.00  5/19/2010   507486.288  6786621.402  422.592   0.031   0.042 2
1049-  2:22:00.00  5/19/2010   507486.285  6786621.400  422.603   0.031   0.041 2
1050-  2:22:30.00  5/19/2010   507486.284  6786621.394  422.602   0.031   0.041 2
1051-  2:23:00.00  5/19/2010   507486.282  6786621.396  422.599   0.031   0.041 2
1052-  2:23:30.00  5/19/2010   507486.281  6786621.385  422.591   0.031   0.040 2
1053-  2:24:00.00  5/19/2010   507486.288  6786621.399  422.607   0.024   0.031 2
1054-  2:24:30.00  5/19/2010   507486.286  6786621.397  422.605   0.023   0.029 2
1055-  2:25:00.00  5/19/2010   507486.283  6786621.395  422.601   0.023   0.029 2
1056-  2:25:30.00  5/19/2010   507486.281  6786621.394  422.606   0.022   0.028 2
1057-  2:26:00.00  5/19/2010   507486.278  6786621.387  422.605   0.022   0.028 2
1058-  2:26:30.00  5/19/2010   507486.276  6786621.383  422.602   0.022   0.028 2
1059-  2:27:00.00  5/19/2010   507486.276  6786621.382  422.599   0.022   0.028 2
1060-  2:27:30.00  5/19/2010   507486.272  6786621.382  422.608   0.022   0.027 2
1061-  2:28:00.00  5/19/2010   507486.270  6786621.380  422.609   0.022   0.027 2
1062-  2:28:30.00  5/19/2010   507486.269  6786621.381  422.611   0.022   0.027 2
1063-  2:29:00.00  5/19/2010   507486.265  6786621.375  422.607   0.022   0.027 2
1064-  2:29:30.00  5/19/2010   507486.261  6786621.375  422.617   0.021   0.027 2
1065-  2:30:00.00  5/19/2010   507486.259  6786621.374  422.620   0.021   0.027 2
1066-  2:30:30.00  5/19/2010   507486.258  6786621.373  422.614   0.021   0.027 2
1067-  2:31:00.00  5/19/2010   507486.256  6786621.370  422.618   0.021   0.027 2
1068-  2:31:30.00  5/19/2010   507486.256  6786621.369  422.612   0.021   0.027 2
1069-  2:32:00.00  5/19/2010   507486.253  6786621.368  422.614   0.021   0.027 2
1070-  2:32:30.00  5/19/2010   507486.251  6786621.367  422.607   0.021   0.027 2
1071-  2:33:00.00  5/19/2010   507486.251  6786621.368  422.615   0.021   0.027 2
1072-  2:33:30.00  5/19/2010   507486.249  6786621.366  422.612   0.021   0.027 2
1073-  2:34:00.00  5/19/2010   507486.246  6786621.366  422.611   0.021   0.027 2
1074-  2:34:30.00  5/19/2010   507486.248  6786621.366  422.608   0.021   0.026 2
1075-  2:35:00.00  5/19/2010   507486.245  6786621.361  422.609   0.021   0.026 2
1076-  2:35:30.00  5/19/2010   507486.243  6786621.358  422.605   0.021   0.026 2
1077-  2:36:00.00  5/19/2010   507486.242  6786621.358  422.609   0.021   0.026 2
1078-  2:36:30.00  5/19/2010   507486.241  6786621.354  422.607   0.021   0.026 2
1079-  2:37:00.00  5/19/2010   507486.240  6786621.354  422.606   0.021   0.026 2
1080-  2:37:30.00  5/19/2010   507486.240  6786621.354  422.607   0.021   0.026 2
1081-  2:38:00.00  5/19/2010   507486.240  6786621.355  422.608   0.021   0.026 2
1082-  2:38:30.00  5/19/2010   507486.238  6786621.350  422.604   0.021   0.026 2
1083-  2:39:00.00  5/19/2010   507486.238  6786621.353  422.607   0.021   0.026 2
1084-  2:39:30.00  5/19/2010   507486.242  6786621.358  422.610   0.021   0.026 2
1085-  2:40:00.00  5/19/2010   507486.241  6786621.357  422.609   0.021   0.026 2
1086-  2:40:30.00  5/19/2010   507486.240  6786621.358  422.605   0.021   0.026 2
1087-  2:41:00.00  5/19/2010   507486.239  6786621.358  422.607   0.021   0.026 2
1088-  2:41:30.00  5/19/2010   507486.235  6786621.354  422.604   0.021   0.026 2
1089-  2:42:00.00  5/19/2010   507486.235  6786621.354  422.600   0.021   0.026 2
1090-  2:42:30.00  5/19/2010   507486.233  6786621.352  422.599   0.021   0.026 2
1091-  2:43:00.00  5/19/2010   507486.231  6786621.351  422.593   0.021   0.026 2
1092-  2:43:30.00  5/19/2010   507486.228  6786621.348  422.595   0.021   0.026 2
1093-  2:44:00.00  5/19/2010   507486.230  6786621.345  422.597   0.021   0.026 2
1094-  2:44:30.00  5/19/2010   507486.227  6786621.345  422.595   0.021   0.026 2
1095-  2:45:00.00  5/19/2010   507486.228  6786621.345  422.597   0.021   0.026 2
1096-  2:45:30.00  5/19/2010   507486.227  6786621.344  422.600   0.022   0.027 2
1097-  2:46:00.00  5/19/2010   507486.229  6786621.349  422.600   0.023   0.027 2
1098-  2:46:30.00  5/19/2010   507486.229  6786621.348  422.600   0.023   0.027 2
1099-  2:47:00.00  5/19/2010   507486.227  6786621.353  422.599   0.023   0.027 2
1100-  2:47:30.00  5/19/2010   507486.228  6786621.350  422.600   0.023   0.027 2
1101-  2:48:00.00  5/19/2010   507486.226  6786621.345  422.612   0.022   0.027 2
1102-  2:48:30.00  5/19/2010   507486.225  6786621.343  422.614   0.022   0.027 2
1103-  2:49:00.00  5/19/2010   507486.225  6786621.346  422.617   0.021   0.027 2
1104-  2:49:30.00  5/19/2010   507486.223  6786621.345  422.617   0.021   0.027 2
1105-  2:50:00.00  5/19/2010   507486.223  6786621.343  422.613   0.021   0.027 2
1106-  2:50:30.00  5/19/2010   507486.220  6786621.336  422.613   0.021   0.027 2
1107-  2:51:00.00  5/19/2010   507486.218  6786621.340  422.619   0.021   0.027 2
1108-  2:51:30.00  5/19/2010   507486.218  6786621.336  422.620   0.021   0.027 2
1109-  2:52:00.00  5/19/2010   507486.217  6786621.336  422.614   0.021   0.027 2
1110-  2:52:30.00  5/19/2010   507486.218  6786621.336  422.618   0.021   0.027 2
1111-  2:53:00.00  5/19/2010   507486.216  6786621.338  422.623   0.021   0.027 2
1112-  2:53:30.00  5/19/2010   507486.213  6786621.334  422.614   0.021   0.027 2
1113-  2:54:00.00  5/19/2010   507486.214  6786621.337  422.615   0.021   0.027 2
1114-  2:54:30.00  5/19/2010   507486.213  6786621.336  422.617   0.021   0.028 2
1115-  2:55:00.00  5/19/2010   507486.212  6786621.335  422.621   0.021   0.028 2
1116-  2:55:30.00  5/19/2010   507486.213  6786621.338  422.615   0.021   0.028 2
1117-  2:56:00.00  5/19/2010   507486.213  6786621.340  422.619   0.021   0.028 2
1118-  2:56:30.00  5/19/2010   507486.213  6786621.338  422.619   0.021   0.028 2
1119-  2:57:00.00  5/19/2010   507486.211  6786621.335  422.617   0.021   0.028 2
1120-  2:57:30.00  5/19/2010   507486.210  6786621.335  422.622   0.021   0.028 2
1121-  2:58:00.00  5/19/2010   507486.208  6786621.331  422.626   0.021   0.028 2
1122-  2:58:30.00  5/19/2010   507486.208  6786621.331  422.627   0.021   0.028 2
1123-  2:59:00.00  5/19/2010   507486.207  6786621.331  422.629   0.021   0.028 2
1124-  2:59:30.00  5/19/2010   507486.206  6786621.329  422.632   0.020   0.029 2
1125-  3:00:00.00  5/19/2010   507486.206  6786621.328  422.629   0.020   0.029 2
1126-  3:00:30.00  5/19/2010   507486.205  6786621.332  422.631   0.020   0.029 2
1127-  3:01:00.00  5/19/2010   507486.203  6786621.329  422.636   0.020   0.029 2
1128-  3:01:30.00  5/19/2010   507486.200  6786621.326  422.634   0.020   0.029 2
1129-  3:02:00.00  5/19/2010   507486.201  6786621.327  422.638   0.020   0.029 2
1130-  3:02:30.00  5/19/2010   507486.199  6786621.323  422.636   0.020   0.029 2
1131-  3:03:00.00  5/19/2010   507486.199  6786621.323  422.638   0.020   0.029 2
1132-  3:03:30.00  5/19/2010   507486.199  6786621.322  422.633   0.020   0.029 2
1133-  3:04:00.00  5/19/2010   507486.196  6786621.321  422.642   0.020   0.030 2
1134-  3:04:30.00  5/19/2010   507486.194  6786621.316  422.637   0.020   0.030 2
1135-  3:05:00.00  5/19/2010   507486.192  6786621.318  422.639   0.020   0.030 2
1136-  3:05:30.00  5/19/2010   507486.194  6786621.317  422.634   0.020   0.030 2
1137-  3:06:00.00  5/19/2010   507486.191  6786621.315  422.631   0.020   0.030 2
1138-  3:06:30.00  5/19/2010   507486.188  6786621.311  422.631   0.020   0.030 2
1139-  3:07:00.00  5/19/2010   507486.190  6786621.308  422.627   0.020   0.030 2
1140-  3:07:30.00  5/19/2010   507486.186  6786621.310  422.624   0.020   0.030 2
1141-  3:08:00.00  5/19/2010   507486.185  6786621.307  422.628   0.020   0.030 2
1142-  3:08:30.00  5/19/2010   507486.184  6786621.309  422.628   0.020   0.031 2
1143-  3:09:00.00  5/19/2010   507486.184  6786621.308  422.628   0.020   0.031 2
1144-  3:09:30.00  5/19/2010   507486.183  6786621.311  422.626   0.020   0.031 2
1145-  3:10:00.00  5/19/2010   507486.180  6786621.310  422.627   0.020   0.031 2
1146-  3:10:30.00  5/19/2010   507486.180  6786621.309  422.628   0.020   0.031 2
1147-  3:11:00.00  5/19/2010   507486.179  6786621.309  422.622   0.020   0.031 2
1148-  3:11:30.00  5/19/2010   507486.180  6786621.315  422.625   0.020   0.031 2
1149-  3:12:00.00  5/19/2010   507486.179  6786621.312  422.626   0.020   0.031 2
1150-  3:12:30.00  5/19/2010   507486.179  6786621.311  422.636   0.020   0.031 2
1151-  3:13:00.00  5/19/2010   507486.177  6786621.306  422.628   0.020   0.031 2
1152-  3:13:30.00  5/19/2010   507486.177  6786621.305  422.630   0.020   0.032 2
1153-  3:14:00.00  5/19/2010   507486.174  6786621.301  422.625   0.020   0.032 2
1154-  3:14:30.00  5/19/2010   507486.172  6786621.299  422.627   0.020   0.032 2
1155-  3:15:00.00  5/19/2010   507486.174  6786621.295  422.629   0.020   0.032 2
1156-  3:15:30.00  5/19/2010   507486.172  6786621.296  422.625   0.020   0.032 2
1157-  3:16:00.00  5/19/2010   507486.174  6786621.294  422.626   0.020   0.032 2
1158-  3:16:30.00  5/19/2010   507486.173  6786621.287  422.619   0.020   0.032 2
1159-  3:17:00.00  5/19/2010   507486.170  6786621.290  422.623   0.020   0.032 2
1160-  3:17:30.00  5/19/2010   507486.168  6786621.284  422.608   0.020   0.032 2
1161-  3:18:00.00  5/19/2010   507486.168  6786621.287  422.603   0.020   0.032 2
1162-  3:18:30.00  5/19/2010   507486.170  6786621.289  422.614   0.020   0.032 2
1163-  3:19:00.00  5/19/2010   507486.168  6786621.286  422.607   0.020   0.033 2
