
Project:     S1R3 a
Program:     GrafNav Lite Version 8.20.0522
Profile:     UTM
Source:      GPS Epochs(Combined)
ProcessInfo: Run (1) by Unknown on 10/20/2010 at 11:47:37

Datum:       WGS84, (processing datum)
Master 1:    Name S1Base 3, Status ENABLED
             Antenna height 0.000 m, to L1-PC (Generic)
             Position 61 06 47.93987, -147 01 37.74559, 661.105 m (WGS84, Ellipsoidal hgt)
Remote:      Antenna height 0.000 m, to L1-PC (Generic)

Map projection Info:
  UTM Zone:    6
SD/Covariance Scaling Settings:
  Position: No scaling (1-sigma)
  Velocity: No scaling (1-sigma)
  Increase SD on kinematic float: No

Stati     GPSTime       Date      Easting     Northing    H-Ell SDHoriz SDHeigh Q
            (HMS)      (MDY)          (m)          (m)      (m)     (m)     (m)  
1913-  9:34:00.00  5/19/2010   507485.413  6786620.526  422.560   0.031   0.031 2
1914-  9:34:30.00  5/19/2010   507485.416  6786620.525  422.565   0.031   0.031 2
1915-  9:35:00.00  5/19/2010   507485.417  6786620.525  422.563   0.031   0.031 2
1916-  9:35:30.00  5/19/2010   507485.418  6786620.520  422.556   0.031   0.031 2
1917-  9:36:00.00  5/19/2010   507485.417  6786620.521  422.557   0.031   0.031 2
1918-  9:36:30.00  5/19/2010   507485.414  6786620.521  422.557   0.031   0.031 2
1919-  9:37:00.00  5/19/2010   507485.406  6786620.523  422.561   0.031   0.031 2
1920-  9:37:30.00  5/19/2010   507485.405  6786620.522  422.577   0.031   0.031 2
1921-  9:38:00.00  5/19/2010   507485.407  6786620.522  422.576   0.031   0.031 2
1922-  9:38:30.00  5/19/2010   507485.410  6786620.522  422.578   0.031   0.031 2
1923-  9:39:00.00  5/19/2010   507485.413  6786620.521  422.574   0.031   0.031 2
1924-  9:39:30.00  5/19/2010   507485.416  6786620.518  422.573   0.031   0.031 2
1925-  9:40:00.00  5/19/2010   507485.408  6786620.514  422.563   0.031   0.031 2
1926-  9:40:30.00  5/19/2010   507485.407  6786620.512  422.555   0.030   0.031 2
1927-  9:41:00.00  5/19/2010   507485.403  6786620.510  422.551   0.030   0.031 2
1928-  9:41:30.00  5/19/2010   507485.399  6786620.511  422.543   0.030   0.031 2
1929-  9:42:00.00  5/19/2010   507485.401  6786620.507  422.530   0.030   0.031 2
1930-  9:42:30.00  5/19/2010   507485.406  6786620.506  422.528   0.030   0.031 2
1931-  9:43:00.00  5/19/2010   507485.410  6786620.504  422.531   0.030   0.031 2
1932-  9:43:30.00  5/19/2010   507485.413  6786620.507  422.545   0.030   0.031 2
1933-  9:44:00.00  5/19/2010   507485.409  6786620.502  422.550   0.030   0.031 2
1934-  9:44:30.00  5/19/2010   507485.413  6786620.498  422.542   0.030   0.031 2
1935-  9:45:00.00  5/19/2010   507485.414  6786620.497  422.542   0.030   0.031 2
1936-  9:45:30.00  5/19/2010   507485.414  6786620.498  422.567   0.030   0.031 2
1937-  9:46:00.00  5/19/2010   507485.410  6786620.497  422.584   0.030   0.031 2
1938-  9:46:30.00  5/19/2010   507485.407  6786620.491  422.577   0.030   0.031 2
1939-  9:47:00.00  5/19/2010   507485.407  6786620.489  422.591   0.030   0.031 2
1940-  9:47:30.00  5/19/2010   507485.403  6786620.482  422.579   0.030   0.031 2
1941-  9:48:00.00  5/19/2010   507485.394  6786620.475  422.547   0.030   0.031 2
1942-  9:48:30.00  5/19/2010   507485.392  6786620.476  422.551   0.030   0.031 2
1943-  9:49:00.00  5/19/2010   507485.388  6786620.476  422.568   0.030   0.031 2
1944-  9:49:30.00  5/19/2010   507485.391  6786620.478  422.588   0.030   0.031 2
1945-  9:50:00.00  5/19/2010   507485.387  6786620.477  422.593   0.030   0.031 2
1946-  9:50:30.00  5/19/2010   507485.391  6786620.478  422.593   0.029   0.031 2
1947-  9:51:00.00  5/19/2010   507485.389  6786620.477  422.593   0.029   0.031 2
1948-  9:51:30.00  5/19/2010   507485.390  6786620.474  422.593   0.029   0.031 2
1949-  9:52:00.00  5/19/2010   507485.386  6786620.478  422.594   0.029   0.031 2
1950-  9:52:30.00  5/19/2010   507485.389  6786620.473  422.591   0.029   0.031 2
1951-  9:53:00.00  5/19/2010   507485.383  6786620.474  422.590   0.029   0.031 2
1952-  9:53:30.00  5/19/2010   507485.380  6786620.471  422.591   0.029   0.031 2
1953-  9:54:00.00  5/19/2010   507485.378  6786620.472  422.585   0.029   0.031 2
1954-  9:54:30.00  5/19/2010   507485.374  6786620.472  422.586   0.029   0.031 2
1955-  9:55:00.00  5/19/2010   507485.373  6786620.470  422.587   0.028   0.031 2
1956-  9:55:30.00  5/19/2010   507485.371  6786620.469  422.587   0.028   0.031 2
1957-  9:56:00.00  5/19/2010   507485.373  6786620.463  422.584   0.028   0.031 2
1958-  9:56:30.00  5/19/2010   507485.373  6786620.463  422.582   0.028   0.031 2
1959-  9:57:00.00  5/19/2010   507485.377  6786620.461  422.576   0.028   0.031 2
1960-  9:57:30.00  5/19/2010   507485.378  6786620.457  422.586   0.028   0.031 2
1961-  9:58:00.00  5/19/2010   507485.372  6786620.450  422.592   0.028   0.031 2
1962-  9:58:30.00  5/19/2010   507485.368  6786620.449  422.601   0.028   0.031 2
1963-  9:59:00.00  5/19/2010   507485.365  6786620.448  422.589   0.028   0.031 2
1964-  9:59:30.00  5/19/2010   507485.364  6786620.446  422.588   0.028   0.031 2
1965- 10:00:00.00  5/19/2010   507485.361  6786620.446  422.598   0.027   0.031 2
1966- 10:00:30.00  5/19/2010   507485.357  6786620.445  422.595   0.027   0.031 2
1967- 10:01:00.00  5/19/2010   507485.358  6786620.444  422.597   0.027   0.031 2
1968- 10:01:30.00  5/19/2010   507485.355  6786620.444  422.604   0.027   0.031 2
1969- 10:02:00.00  5/19/2010   507485.351  6786620.442  422.603   0.027   0.031 2
1970- 10:02:30.00  5/19/2010   507485.349  6786620.440  422.591   0.027   0.031 2
1971- 10:03:00.00  5/19/2010   507485.352  6786620.440  422.604   0.027   0.031 2
1972- 10:03:30.00  5/19/2010   507485.355  6786620.441  422.613   0.027   0.031 2
1973- 10:04:00.00  5/19/2010   507485.358  6786620.436  422.607   0.027   0.031 2
1974- 10:04:30.00  5/19/2010   507485.354  6786620.441  422.612   0.026   0.031 2
1975- 10:05:00.00  5/19/2010   507485.352  6786620.437  422.618   0.026   0.031 2
1976- 10:05:30.00  5/19/2010   507485.351  6786620.429  422.619   0.026   0.031 2
1977- 10:06:00.00  5/19/2010   507485.347  6786620.430  422.617   0.026   0.030 2
1978- 10:06:30.00  5/19/2010   507485.344  6786620.423  422.607   0.026   0.030 2
1979- 10:07:00.00  5/19/2010   507485.341  6786620.421  422.603   0.026   0.030 2
1980- 10:07:30.00  5/19/2010   507485.346  6786620.418  422.604   0.026   0.030 2
1981- 10:08:00.00  5/19/2010   507485.343  6786620.415  422.604   0.026   0.030 2
1982- 10:08:30.00  5/19/2010   507485.343  6786620.418  422.610   0.026   0.030 2
1983- 10:09:00.00  5/19/2010   507485.341  6786620.417  422.611   0.026   0.030 2
1984- 10:09:30.00  5/19/2010   507485.341  6786620.412  422.608   0.025   0.030 2
1985- 10:10:00.00  5/19/2010   507485.343  6786620.408  422.612   0.025   0.030 2
1986- 10:10:30.00  5/19/2010   507485.338  6786620.408  422.610   0.025   0.030 2
1987- 10:11:00.00  5/19/2010   507485.334  6786620.402  422.599   0.025   0.030 2
1988- 10:11:30.00  5/19/2010   507485.333  6786620.403  422.592   0.025   0.029 2
1989- 10:12:00.00  5/19/2010   507485.329  6786620.404  422.594   0.025   0.029 2
1990- 10:12:30.00  5/19/2010   507485.326  6786620.405  422.594   0.024   0.029 2
1991- 10:13:00.00  5/19/2010   507485.322  6786620.401  422.590   0.024   0.029 2
1992- 10:13:30.00  5/19/2010   507485.316  6786620.401  422.601   0.024   0.029 2
1993- 10:14:00.00  5/19/2010   507485.319  6786620.393  422.594   0.024   0.029 2
1994- 10:14:30.00  5/19/2010   507485.315  6786620.385  422.595   0.025   0.030 2
1995- 10:15:00.00  5/19/2010   507485.312  6786620.391  422.594   0.024   0.030 2
1996- 10:15:30.00  5/19/2010   507485.313  6786620.390  422.585   0.024   0.029 2
1997- 10:16:00.00  5/19/2010   507485.309  6786620.390  422.589   0.024   0.029 2
1998- 10:16:30.00  5/19/2010   507485.309  6786620.391  422.577   0.024   0.029 2
1999- 10:17:00.00  5/19/2010   507485.307  6786620.391  422.587   0.024   0.028 2
2000- 10:17:30.00  5/19/2010   507485.307  6786620.388  422.586   0.024   0.028 2
2001- 10:18:00.00  5/19/2010   507485.306  6786620.388  422.585   0.024   0.028 2
2002- 10:18:30.00  5/19/2010   507485.305  6786620.390  422.588   0.024   0.028 2
2003- 10:19:00.00  5/19/2010   507485.305  6786620.386  422.580   0.024   0.029 2
2004- 10:19:30.00  5/19/2010   507485.305  6786620.386  422.580   0.023   0.029 2
2005- 10:20:00.00  5/19/2010   507485.304  6786620.383  422.580   0.023   0.029 2
2006- 10:20:30.00  5/19/2010   507485.304  6786620.381  422.584   0.024   0.029 2
2007- 10:21:00.00  5/19/2010   507485.301  6786620.376  422.586   0.024   0.029 2
2008- 10:21:30.00  5/19/2010   507485.303  6786620.378  422.585   0.024   0.030 2
2009- 10:22:00.00  5/19/2010   507485.298  6786620.386  422.578   0.024   0.030 2
2010- 10:22:30.00  5/19/2010   507485.296  6786620.386  422.581   0.024   0.030 2
2011- 10:23:00.00  5/19/2010   507485.297  6786620.384  422.580   0.024   0.030 2
2012- 10:23:30.00  5/19/2010   507485.296  6786620.384  422.579   0.024   0.030 2
2013- 10:24:00.00  5/19/2010   507485.295  6786620.385  422.579   0.023   0.030 2
2014- 10:24:30.00  5/19/2010   507485.295  6786620.384  422.573   0.024   0.030 2
2015- 10:25:00.00  5/19/2010   507485.294  6786620.382  422.572   0.024   0.031 2
2016- 10:25:30.00  5/19/2010   507485.292  6786620.379  422.582   0.024   0.031 2
2017- 10:26:00.00  5/19/2010   507485.291  6786620.384  422.577   0.024   0.032 2
2018- 10:26:30.00  5/19/2010   507485.288  6786620.386  422.574   0.024   0.032 2
2019- 10:27:00.00  5/19/2010   507485.285  6786620.384  422.579   0.024   0.031 2
2020- 10:27:30.00  5/19/2010   507485.285  6786620.387  422.577   0.024   0.031 2
2021- 10:28:00.00  5/19/2010   507485.284  6786620.384  422.575   0.024   0.031 2
2022- 10:28:30.00  5/19/2010   507485.281  6786620.385  422.576   0.024   0.031 2
2023- 10:29:00.00  5/19/2010   507485.283  6786620.385  422.573   0.024   0.031 2
2024- 10:29:30.00  5/19/2010   507485.278  6786620.386  422.572   0.024   0.031 2
2025- 10:30:00.00  5/19/2010   507485.277  6786620.383  422.569   0.024   0.031 2
2026- 10:30:30.00  5/19/2010   507485.277  6786620.382  422.573   0.024   0.031 2
2027- 10:31:00.00  5/19/2010   507485.276  6786620.383  422.569   0.024   0.032 2
2028- 10:31:30.00  5/19/2010   507485.274  6786620.381  422.575   0.024   0.032 2
2029- 10:32:00.00  5/19/2010   507485.275  6786620.378  422.570   0.024   0.032 2
2030- 10:32:30.00  5/19/2010   507485.273  6786620.377  422.571   0.024   0.032 2
2031- 10:33:00.00  5/19/2010   507485.272  6786620.375  422.569   0.024   0.032 2
2032- 10:33:30.00  5/19/2010   507485.269  6786620.374  422.570   0.024   0.032 2
2033- 10:34:00.00  5/19/2010   507485.270  6786620.373  422.570   0.024   0.032 2
2034- 10:34:30.00  5/19/2010   507485.270  6786620.377  422.567   0.023   0.031 2
2035- 10:35:00.00  5/19/2010   507485.268  6786620.376  422.565   0.023   0.031 2
2036- 10:35:30.00  5/19/2010   507485.266  6786620.374  422.567   0.023   0.031 2
2037- 10:36:00.00  5/19/2010   507485.263  6786620.376  422.568   0.023   0.031 2
2038- 10:36:30.00  5/19/2010   507485.262  6786620.375  422.566   0.023   0.032 2
2039- 10:37:00.00  5/19/2010   507485.260  6786620.371  422.573   0.024   0.032 2
2040- 10:37:30.00  5/19/2010   507485.260  6786620.367  422.565   0.024   0.033 2
2041- 10:38:00.00  5/19/2010   507485.260  6786620.372  422.570   0.025   0.036 2
2042- 10:38:30.00  5/19/2010   507485.259  6786620.372  422.569   0.025   0.036 2
2043- 10:39:00.00  5/19/2010   507485.258  6786620.369  422.564   0.025   0.036 2
2044- 10:39:30.00  5/19/2010   507485.256  6786620.371  422.561   0.025   0.037 2
2045- 10:40:00.00  5/19/2010   507485.253  6786620.367  422.572   0.026   0.038 2
2046- 10:40:30.00  5/19/2010   507485.257  6786620.375  422.569   0.025   0.041 2
2047- 10:41:00.00  5/19/2010   507485.255  6786620.371  422.562   0.025   0.042 2
2048- 10:41:30.00  5/19/2010   507485.256  6786620.372  422.558   0.025   0.042 2
2049- 10:42:00.00  5/19/2010   507485.253  6786620.374  422.554   0.025   0.042 2
2050- 10:42:30.00  5/19/2010   507485.252  6786620.374  422.551   0.025   0.042 2
2051- 10:43:00.00  5/19/2010   507485.255  6786620.368  422.549   0.025   0.042 2
2052- 10:43:30.00  5/19/2010   507485.248  6786620.371  422.555   0.025   0.042 2
2053- 10:44:00.00  5/19/2010   507485.248  6786620.368  422.563   0.025   0.042 2
2054- 10:44:30.00  5/19/2010   507485.250  6786620.367  422.552   0.025   0.042 2
2055- 10:45:00.00  5/19/2010   507485.250  6786620.369  422.560   0.025   0.043 2
2056- 10:45:30.00  5/19/2010   507485.248  6786620.373  422.565   0.025   0.040 2
2057- 10:46:00.00  5/19/2010   507485.246  6786620.373  422.556   0.025   0.039 2
2058- 10:46:30.00  5/19/2010   507485.243  6786620.370  422.556   0.025   0.039 2
2059- 10:47:00.00  5/19/2010   507485.244  6786620.368  422.545   0.025   0.039 2
2060- 10:47:30.00  5/19/2010   507485.241  6786620.370  422.548   0.025   0.039 2
2061- 10:48:00.00  5/19/2010   507485.237  6786620.372  422.546   0.025   0.039 2
2062- 10:48:30.00  5/19/2010   507485.236  6786620.369  422.547   0.025   0.039 2
2063- 10:49:00.00  5/19/2010   507485.232  6786620.366  422.552   0.025   0.039 2
2064- 10:49:30.00  5/19/2010   507485.233  6786620.367  422.567   0.025   0.039 2
2065- 10:50:00.00  5/19/2010   507485.232  6786620.367  422.573   0.025   0.039 2
2066- 10:50:30.00  5/19/2010   507485.230  6786620.370  422.570   0.025   0.039 2
2067- 10:51:00.00  5/19/2010   507485.225  6786620.370  422.575   0.025   0.039 2
2068- 10:51:30.00  5/19/2010   507485.226  6786620.374  422.579   0.025   0.039 2
2069- 10:52:00.00  5/19/2010   507485.223  6786620.378  422.576   0.025   0.039 2
2070- 10:52:30.00  5/19/2010   507485.222  6786620.372  422.562   0.025   0.039 2
2071- 10:53:00.00  5/19/2010   507485.220  6786620.373  422.568   0.025   0.039 2
2072- 10:53:30.00  5/19/2010   507485.220  6786620.376  422.566   0.025   0.039 2
2073- 10:54:00.00  5/19/2010   507485.217  6786620.374  422.566   0.025   0.039 2
2074- 10:54:30.00  5/19/2010   507485.219  6786620.383  422.562   0.022   0.034 2
2075- 10:55:00.00  5/19/2010   507485.218  6786620.382  422.560   0.022   0.033 2
2076- 10:55:30.00  5/19/2010   507485.217  6786620.381  422.558   0.022   0.032 2
2077- 10:56:00.00  5/19/2010   507485.214  6786620.381  422.547   0.022   0.032 2
2078- 10:56:30.00  5/19/2010   507485.216  6786620.378  422.553   0.022   0.032 2
2079- 10:57:00.00  5/19/2010   507485.215  6786620.375  422.557   0.022   0.031 2
2080- 10:57:30.00  5/19/2010   507485.220  6786620.370  422.571   0.022   0.031 2
2081- 10:58:00.00  5/19/2010   507485.219  6786620.370  422.573   0.022   0.031 2
2082- 10:58:30.00  5/19/2010   507485.221  6786620.366  422.582   0.022   0.031 2
2083- 10:59:00.00  5/19/2010   507485.219  6786620.365  422.585   0.021   0.031 2
2084- 10:59:30.00  5/19/2010   507485.219  6786620.364  422.584   0.021   0.031 2
2085- 11:00:00.00  5/19/2010   507485.219  6786620.364  422.585   0.021   0.031 2
2086- 11:00:30.00  5/19/2010   507485.217  6786620.366  422.580   0.021   0.031 2
2087- 11:01:00.00  5/19/2010   507485.211  6786620.365  422.578   0.021   0.031 2
2088- 11:01:30.00  5/19/2010   507485.208  6786620.362  422.583   0.021   0.031 2
2089- 11:02:00.00  5/19/2010   507485.207  6786620.363  422.579   0.021   0.031 2
2090- 11:02:30.00  5/19/2010   507485.208  6786620.358  422.582   0.021   0.031 2
2091- 11:03:00.00  5/19/2010   507485.204  6786620.357  422.584   0.021   0.031 2
2092- 11:03:30.00  5/19/2010   507485.206  6786620.353  422.589   0.021   0.031 2
2093- 11:04:00.00  5/19/2010   507485.204  6786620.356  422.581   0.021   0.031 2
2094- 11:04:30.00  5/19/2010   507485.202  6786620.355  422.593   0.021   0.031 2
2095- 11:05:00.00  5/19/2010   507485.201  6786620.352  422.607   0.021   0.031 2
2096- 11:05:30.00  5/19/2010   507485.204  6786620.353  422.598   0.021   0.031 2
2097- 11:06:00.00  5/19/2010   507485.203  6786620.356  422.606   0.021   0.032 2
2098- 11:06:30.00  5/19/2010   507485.201  6786620.357  422.613   0.021   0.032 2
2099- 11:07:00.00  5/19/2010   507485.203  6786620.360  422.602   0.022   0.034 2
2100- 11:07:30.00  5/19/2010   507485.202  6786620.359  422.599   0.022   0.034 2
2101- 11:08:00.00  5/19/2010   507485.200  6786620.359  422.594   0.022   0.034 2
2102- 11:08:30.00  5/19/2010   507485.200  6786620.356  422.597   0.022   0.034 2
2103- 11:09:00.00  5/19/2010   507485.199  6786620.355  422.594   0.022   0.034 2
2104- 11:09:30.00  5/19/2010   507485.195  6786620.358  422.599   0.021   0.034 2
2105- 11:10:00.00  5/19/2010   507485.196  6786620.353  422.596   0.021   0.034 2
2106- 11:10:30.00  5/19/2010   507485.193  6786620.357  422.592   0.021   0.034 2
2107- 11:11:00.00  5/19/2010   507485.193  6786620.356  422.577   0.021   0.034 2
2108- 11:11:30.00  5/19/2010   507485.191  6786620.357  422.582   0.021   0.034 2
2109- 11:12:00.00  5/19/2010   507485.191  6786620.357  422.574   0.021   0.034 2
2110- 11:12:30.00  5/19/2010   507485.187  6786620.356  422.563   0.021   0.034 2
2111- 11:13:00.00  5/19/2010   507485.185  6786620.355  422.555   0.021   0.034 2
2112- 11:13:30.00  5/19/2010   507485.185  6786620.349  422.565   0.021   0.034 2
2113- 11:14:00.00  5/19/2010   507485.180  6786620.353  422.571   0.021   0.034 2
2114- 11:14:30.00  5/19/2010   507485.179  6786620.348  422.563   0.021   0.034 2
2115- 11:15:00.00  5/19/2010   507485.176  6786620.346  422.568   0.021   0.034 2
2116- 11:15:30.00  5/19/2010   507485.177  6786620.346  422.564   0.021   0.034 2
2117- 11:16:00.00  5/19/2010   507485.179  6786620.344  422.559   0.021   0.034 2
2118- 11:16:30.00  5/19/2010   507485.177  6786620.346  422.571   0.021   0.034 2
2119- 11:17:00.00  5/19/2010   507485.178  6786620.349  422.576   0.021   0.034 2
2120- 11:17:30.00  5/19/2010   507485.174  6786620.346  422.574   0.021   0.034 2
2121- 11:18:00.00  5/19/2010   507485.173  6786620.345  422.571   0.021   0.034 2
2122- 11:18:30.00  5/19/2010   507485.174  6786620.347  422.560   0.021   0.032 2
2123- 11:19:00.00  5/19/2010   507485.175  6786620.346  422.564   0.021   0.031 2
2124- 11:19:30.00  5/19/2010   507485.175  6786620.346  422.571   0.021   0.031 2
2125- 11:20:00.00  5/19/2010   507485.174  6786620.345  422.573   0.021   0.031 2
2126- 11:20:30.00  5/19/2010   507485.171  6786620.345  422.574   0.021   0.031 2
2127- 11:21:00.00  5/19/2010   507485.169  6786620.342  422.565   0.021   0.031 2
2128- 11:21:30.00  5/19/2010   507485.169  6786620.343  422.566   0.021   0.031 2
2129- 11:22:00.00  5/19/2010   507485.167  6786620.343  422.567   0.021   0.031 2
2130- 11:22:30.00  5/19/2010   507485.164  6786620.340  422.565   0.021   0.031 2
2131- 11:23:00.00  5/19/2010   507485.163  6786620.342  422.566   0.021   0.031 2
2132- 11:23:30.00  5/19/2010   507485.161  6786620.344  422.565   0.021   0.031 2
2133- 11:24:00.00  5/19/2010   507485.157  6786620.344  422.565   0.021   0.031 2
2134- 11:24:30.00  5/19/2010   507485.154  6786620.341  422.555   0.021   0.031 2
2135- 11:25:00.00  5/19/2010   507485.155  6786620.339  422.558   0.021   0.031 2
2136- 11:25:30.00  5/19/2010   507485.149  6786620.337  422.552   0.021   0.031 2
2137- 11:26:00.00  5/19/2010   507485.148  6786620.339  422.558   0.021   0.031 2
2138- 11:26:30.00  5/19/2010   507485.148  6786620.334  422.560   0.021   0.031 2
2139- 11:27:00.00  5/19/2010   507485.148  6786620.335  422.575   0.021   0.031 2
2140- 11:27:30.00  5/19/2010   507485.146  6786620.335  422.564   0.021   0.031 2
2141- 11:28:00.00  5/19/2010   507485.145  6786620.330  422.558   0.021   0.031 2
2142- 11:28:30.00  5/19/2010   507485.145  6786620.335  422.567   0.021   0.031 2
2143- 11:29:00.00  5/19/2010   507485.140  6786620.330  422.563   0.021   0.031 2
2144- 11:29:30.00  5/19/2010   507485.141  6786620.331  422.566   0.021   0.031 2
2145- 11:30:00.00  5/19/2010   507485.141  6786620.334  422.568   0.021   0.031 2
2146- 11:30:30.00  5/19/2010   507485.141  6786620.332  422.566   0.021   0.031 2
2147- 11:31:00.00  5/19/2010   507485.139  6786620.334  422.564   0.021   0.032 2
2148- 11:31:30.00  5/19/2010   507485.138  6786620.331  422.561   0.021   0.032 2
2149- 11:32:00.00  5/19/2010   507485.139  6786620.333  422.568   0.021   0.032 2
2150- 11:32:30.00  5/19/2010   507485.138  6786620.328  422.571   0.021   0.032 2
2151- 11:33:00.00  5/19/2010   507485.143  6786620.329  422.567   0.021   0.032 2
2152- 11:33:30.00  5/19/2010   507485.140  6786620.326  422.568   0.021   0.032 2
2153- 11:34:00.00  5/19/2010   507485.138  6786620.323  422.564   0.021   0.032 2
2154- 11:34:30.00  5/19/2010   507485.137  6786620.322  422.559   0.021   0.032 2
2155- 11:35:00.00  5/19/2010   507485.137  6786620.322  422.566   0.021   0.032 2
2156- 11:35:30.00  5/19/2010   507485.137  6786620.322  422.557   0.021   0.031 2
2157- 11:36:00.00  5/19/2010   507485.136  6786620.315  422.570   0.020   0.030 2
2158- 11:36:30.00  5/19/2010   507485.136  6786620.315  422.565   0.020   0.030 2
2159- 11:37:00.00  5/19/2010   507485.135  6786620.321  422.564   0.020   0.030 2
2160- 11:37:30.00  5/19/2010   507485.133  6786620.316  422.555   0.020   0.030 2
2161- 11:38:00.00  5/19/2010   507485.130  6786620.316  422.554   0.020   0.030 2
2162- 11:38:30.00  5/19/2010   507485.130  6786620.320  422.564   0.020   0.031 2
2163- 11:39:00.00  5/19/2010   507485.127  6786620.320  422.568   0.020   0.031 2
2164- 11:39:30.00  5/19/2010   507485.128  6786620.320  422.570   0.020   0.031 2
2165- 11:40:00.00  5/19/2010   507485.128  6786620.313  422.567   0.020   0.031 2
2166- 11:40:30.00  5/19/2010   507485.125  6786620.315  422.574   0.020   0.031 2
2167- 11:41:00.00  5/19/2010   507485.124  6786620.308  422.577   0.020   0.031 2
2168- 11:41:30.00  5/19/2010   507485.126  6786620.310  422.577   0.020   0.031 2
2169- 11:42:00.00  5/19/2010   507485.121  6786620.311  422.576   0.020   0.031 2
2170- 11:42:30.00  5/19/2010   507485.122  6786620.312  422.580   0.020   0.031 2
2171- 11:43:00.00  5/19/2010   507485.121  6786620.310  422.581   0.020   0.031 2
2172- 11:43:30.00  5/19/2010   507485.119  6786620.311  422.577   0.020   0.031 2
2173- 11:44:00.00  5/19/2010   507485.117  6786620.308  422.576   0.020   0.031 2
2174- 11:44:30.00  5/19/2010   507485.117  6786620.301  422.568   0.020   0.031 2
2175- 11:45:00.00  5/19/2010   507485.118  6786620.301  422.569   0.020   0.031 2
2176- 11:45:30.00  5/19/2010   507485.114  6786620.299  422.571   0.021   0.031 2
2177- 11:46:00.00  5/19/2010   507485.112  6786620.300  422.574   0.021   0.031 2
2178- 11:46:30.00  5/19/2010   507485.112  6786620.297  422.569   0.021   0.031 2
2179- 11:47:00.00  5/19/2010   507485.112  6786620.297  422.571   0.021   0.031 2
2180- 11:47:30.00  5/19/2010   507485.108  6786620.303  422.577   0.021   0.031 2
2181- 11:48:00.00  5/19/2010   507485.108  6786620.303  422.578   0.021   0.031 2
2182- 11:48:30.00  5/19/2010   507485.107  6786620.307  422.576   0.021   0.032 2
2183- 11:49:00.00  5/19/2010   507485.108  6786620.298  422.574   0.021   0.032 2
2184- 11:49:30.00  5/19/2010   507485.106  6786620.296  422.576   0.021   0.032 2
2185- 11:50:00.00  5/19/2010   507485.104  6786620.298  422.585   0.021   0.032 2
2186- 11:50:30.00  5/19/2010   507485.106  6786620.295  422.581   0.021   0.032 2
2187- 11:51:00.00  5/19/2010   507485.104  6786620.296  422.579   0.021   0.032 2
2188- 11:51:30.00  5/19/2010   507485.100  6786620.287  422.572   0.021   0.032 2
2189- 11:52:00.00  5/19/2010   507485.100  6786620.292  422.582   0.021   0.032 2
2190- 11:52:30.00  5/19/2010   507485.098  6786620.292  422.576   0.021   0.032 2
2191- 11:53:00.00  5/19/2010   507485.097  6786620.289  422.568   0.021   0.032 2
2192- 11:53:30.00  5/19/2010   507485.097  6786620.283  422.565   0.021   0.032 2
2193- 11:54:00.00  5/19/2010   507485.095  6786620.282  422.579   0.021   0.032 2
2194- 11:54:30.00  5/19/2010   507485.088  6786620.279  422.575   0.021   0.032 2
2195- 11:55:00.00  5/19/2010   507485.091  6786620.279  422.577   0.021   0.032 2
2196- 11:55:30.00  5/19/2010   507485.091  6786620.283  422.579   0.021   0.032 2
2197- 11:56:00.00  5/19/2010   507485.089  6786620.285  422.569   0.020   0.029 2
2198- 11:56:30.00  5/19/2010   507485.090  6786620.281  422.570   0.019   0.028 2
2199- 11:57:00.00  5/19/2010   507485.087  6786620.283  422.559   0.019   0.027 2
2200- 11:57:30.00  5/19/2010   507485.085  6786620.279  422.563   0.019   0.027 2
2201- 11:58:00.00  5/19/2010   507485.084  6786620.273  422.561   0.019   0.027 2
2202- 11:58:30.00  5/19/2010   507485.082  6786620.280  422.555   0.019   0.027 2
2203- 11:59:00.00  5/19/2010   507485.083  6786620.278  422.552   0.019   0.027 2
2204- 11:59:30.00  5/19/2010   507485.078  6786620.277  422.561   0.019   0.027 2
2205- 12:00:00.00  5/19/2010   507485.078  6786620.268  422.563   0.019   0.027 2
2206- 12:00:30.00  5/19/2010   507485.077  6786620.272  422.562   0.019   0.027 2
2207- 12:01:00.00  5/19/2010   507485.077  6786620.269  422.557   0.019   0.027 2
2208- 12:01:30.00  5/19/2010   507485.079  6786620.271  422.549   0.019   0.027 2
2209- 12:02:00.00  5/19/2010   507485.078  6786620.262  422.547   0.019   0.027 2
2210- 12:02:30.00  5/19/2010   507485.073  6786620.263  422.556   0.019   0.027 2
2211- 12:03:00.00  5/19/2010   507485.071  6786620.261  422.556   0.019   0.027 2
2212- 12:03:30.00  5/19/2010   507485.067  6786620.262  422.556   0.019   0.027 2
2213- 12:04:00.00  5/19/2010   507485.066  6786620.254  422.564   0.019   0.027 2
2214- 12:04:30.00  5/19/2010   507485.066  6786620.257  422.562   0.019   0.027 2
2215- 12:05:00.00  5/19/2010   507485.064  6786620.255  422.560   0.019   0.027 2
2216- 12:05:30.00  5/19/2010   507485.064  6786620.249  422.563   0.019   0.027 2
2217- 12:06:00.00  5/19/2010   507485.063  6786620.248  422.567   0.019   0.027 2
2218- 12:06:30.00  5/19/2010   507485.061  6786620.251  422.559   0.019   0.027 2
2219- 12:07:00.00  5/19/2010   507485.057  6786620.255  422.560   0.019   0.027 2
2220- 12:07:30.00  5/19/2010   507485.057  6786620.253  422.561   0.019   0.027 2
2221- 12:08:00.00  5/19/2010   507485.056  6786620.246  422.568   0.019   0.027 2
