t,value,sequence
1986-04-06T13:46:48Z,12.6097122264204,33
1986-04-06T14:15:59Z,12.5406078528937,33
1986-04-06T14:38:18Z,12.4658661261547,33
1986-04-06T14:58:28Z,12.3994867423621,33
1986-04-06T15:23:07Z,12.349698973848,33
1986-04-06T15:43:16Z,12.2638100486282,33
1986-04-06T16:05:39Z,12.2030038801644,33
1986-04-06T16:32:34Z,12.1475763340558,33
1986-04-06T16:50:33Z,12.1007079051444,33
1986-04-06T17:12:53Z,12.0563654606241,33
1986-04-06T17:33:03Z,12.0397654921383,33
1986-04-06T18:17:58Z,12.02873109968,33
1986-04-06T19:00:35Z,12.0508844212464,33
1986-04-06T19:27:31Z,12.0867835027787,33
1986-04-06T19:38:49Z,12.1060954168593,33
1986-04-06T19:54:32Z,12.1338318241481,34
1986-04-06T20:28:15Z,12.2112114523819,34
1986-04-06T21:04:10Z,12.2941649596699,34
1986-04-06T21:29:01Z,12.3384263666023,34
1986-04-06T21:51:27Z,12.3937728070312,34
1986-04-07T00:51:12Z,12.6675630275906,35
1986-04-07T01:11:26Z,12.6841493061235,35
1986-04-07T01:38:20Z,12.6731216817767,35
1986-04-07T03:57:13Z,12.4351316785238,36
1986-04-07T04:21:52Z,12.3714727149942,36
1986-04-07T04:44:14Z,12.2884350676537,36
1986-04-07T05:06:43Z,12.2249069260998,36
1986-04-07T05:15:35Z,12.1805690508677,36
1986-04-07T05:40:14Z,12.0506676299074,37
1986-04-07T06:02:34Z,11.9980286191545,37
1986-04-07T06:29:28Z,11.9232853394059,37
1986-04-07T06:56:23Z,11.8569036709692,38
1986-04-07T07:25:24Z,11.8099014036208,38
1986-04-07T08:05:51Z,11.8015911295237,38
1986-04-07T08:44:04Z,11.854144569041,38
1986-04-07T09:15:34Z,11.9205064431387,38
1986-04-07T09:35:51Z,12.0008083591617,38
1986-04-07T10:00:31Z,12.0837656861918,38
1986-04-07T10:23:07Z,12.1583620979041,38
1986-04-07T10:29:51Z,12.1999077074136,38
1986-04-07T10:41:02Z,12.2385347268666,39
1986-04-07T10:50:08Z,12.2800144881988,39
1986-04-07T10:56:55Z,12.3243470623256,39
1986-04-07T11:12:39Z,12.387926626915,39
1986-04-07T12:11:11Z,12.5899415127562,40
1986-04-07T12:49:17Z,12.636855977777,40
1986-04-07T13:25:20Z,12.6617334680678,40
1986-04-07T14:01:11Z,12.6451281805651,40
1986-04-07T14:28:04Z,12.6147848223955,40
1986-04-07T15:01:41Z,12.51787216048,40
1986-04-07T15:37:29Z,12.4238751757095,40
1986-04-07T16:11:03Z,12.3269625317056,40
1986-04-07T16:29:03Z,12.2550099146724,40
1986-04-07T16:53:39Z,12.1942029966626,40
1986-04-07T17:20:33Z,12.1195247619933,40
1986-04-07T17:45:04Z,12.0338288267399,40
1986-04-07T18:18:39Z,11.9562312526508,40
1986-04-07T18:45:34Z,11.8927016118221,40
1986-04-07T19:14:46Z,11.8678020070905,40
1986-04-07T20:01:55Z,11.873230571118,40
1986-04-07T20:42:21Z,11.9202736772028,40
1986-04-07T21:20:32Z,11.9839113471184,40
1986-04-07T21:54:14Z,12.0557820553738,40
1986-04-07T22:32:30Z,12.1525402635035,40
1986-04-07T23:01:43Z,12.2631734003873,40
1986-04-07T23:28:45Z,12.3517689342735,40
1986-04-07T23:55:43Z,12.4264289097018,40
1986-04-08T00:11:36Z,12.5121111548195,40
1986-04-08T00:52:03Z,12.5924055709138,40
1986-04-08T01:27:58Z,12.6560440084698,40
1986-04-08T02:03:54Z,12.6726249679857,40
1986-04-08T02:33:04Z,12.6587438846651,40
1986-04-08T03:11:09Z,12.5979330610924,40
1986-04-08T03:38:00Z,12.5259767817842,40
1986-04-08T04:09:22Z,12.4402134811671,40
1986-04-08T04:38:28Z,12.359960531894,40
1986-04-08T04:47:28Z,12.2907979494914,40
1986-04-08T05:16:31Z,12.2078224167724,40
1986-04-08T05:41:09Z,12.1192737545451,40
1986-04-08T06:01:18Z,12.0280046720548,40
1986-04-08T06:30:21Z,11.9476866954313,40
1986-04-08T07:01:51Z,11.8951740054579,40
1986-04-08T07:35:25Z,11.8619763529477,40
1986-04-08T08:15:49Z,11.8536660967623,40
1986-04-08T09:02:59Z,11.9007075821111,40
1986-04-08T09:41:07Z,11.9808083120622,40
1986-04-08T10:03:44Z,12.0694053452232,40
1986-04-08T10:23:57Z,12.1247525353808,40
1986-04-08T10:46:28Z,12.2104325314949,41
1986-04-08T11:15:39Z,12.2906663861602,41
1986-04-08T11:53:58Z,12.3985731702189,41
1986-04-08T12:25:29Z,12.4732316105491,41
1986-04-08T12:54:39Z,12.5340846863123,41
1986-04-08T13:28:20Z,12.5672595459338,41
1986-04-08T13:59:49Z,12.569971473617,41
1986-04-08T14:37:53Z,12.5423462689781,41
1986-04-08T15:22:45Z,12.4758941327128,41
1986-04-08T15:54:07Z,12.3956397522568,41
1986-04-08T16:05:21Z,12.35700512896,41
1986-04-08T16:34:28Z,12.2877063020151,41
1986-04-08T17:14:45Z,12.2213200999307,41
1986-04-08T17:52:52Z,12.1438504171767,41
1986-04-08T18:28:45Z,12.1051430595016,41
1986-04-08T19:20:22Z,12.0526235512364,41
1986-04-08T19:58:26Z,12.0360175140049,41
1986-04-08T20:41:10Z,12.0581707999308,41
1986-04-08T21:21:39Z,12.1162330556942,41
1986-04-08T22:06:29Z,12.1963315189128,41
1986-04-08T22:46:58Z,12.2931540225757,41
